track_id,track_name,duration_ms,track_popularity,explicit,album_name,album_id,album_type,album_total_tracks,release_date,artist_name,artist_id,artist_genres,artist_popularity,artist_followers,danceability,energy,key,key_confidence,loudness,mode,mode_confidence,speechiness,acousticness,instrumentalness,liveness,valence,tempo,tempo_confidence,time_signature,time_signature_confidence,playlist_name
This Is My Life,5oOUGZNKsx5LEE1FYyLcoB,181992,52,False,This Is My Life,65r6PbiURn3vzNaKkfgxF2,single,2,2024-01-12,HoneyLuv,1sl3gVNz3Nxd4poA8f76sl,tech house,43,10589,0.757,0.89,6,0.318,-7.594,0,0.418,0.0478,0.00201,0.0074,0.121,0.465,128.023,0.917,4,1.0,House
Fine Fine Baby (with Kah-Lo),5wEZ2qosMq4JnIY050e7GO,158716,59,False,Fine Fine Baby (with Kah-Lo),5ZN7pH0k8botEVXsKCGVdb,single,1,2023-12-01,Jamie Jones,4admDxmnri5Zco0xYrJ0ji,deep disco house; deep house; house; minimal techno; uk tech house,55,247536,0.601,0.887,5,0.309,-6.493,0,0.416,0.0396,0.000182,0.629,0.248,0.509,124.008,0.743,4,1.0,House
Saving Up,787Y2idwCU2Rk60Prv4wpr,207514,79,False,Saving Up,3XTTqxcEOZgaTobJlRefvF,single,1,2023-10-06,Dom Dolla,205i7E8fNVfojowcQSfK9m,australian house; deep groove house; house,69,322262,0.747,0.822,3,0.723,-6.373,0,0.457,0.0721,0.00353,0.132,0.165,0.578,129.994,0.975,4,1.0,House
Hijos De La Noche,1XgsBtX1glXMrclgp6JBb5,216000,58,False,"Roots EP, Pt. 1",2WWgsiqIgoEURvWaYZaiK2,single,2,2023-09-08,Shermanology,4Siyzg8kWayQfPQsPSl6JI,dutch house,54,42290,0.936,0.693,6,0.736,-7.726,0,0.645,0.135,0.00151,0.728,0.19,0.523,129.933,0.881,4,1.0,House
BANANAS,3u1n0tFjgVtUblCLjcmJ9N,196440,42,False,BANANAS,0AcsHt2hJ7RFFC96y7KLTL,single,2,2024-01-19,PUMP!,5Lf6UvtlHP3ZIsZwE31ZuC,,22,235,0.8,0.885,2,0.026,-11.748,1,0.188,0.0673,0.0015,0.606,0.102,0.305,127.993,0.816,4,1.0,House
Cruel Summer - LP Giobbi Remix,0pjBqAz8GlxGlpaU4W0DxS,192900,68,False,The Cruelest Summer,1nqF9ybDGwuGl1rVERp5Q4,single,3,2023-10-19,Taylor Swift,06HL4z0CvFAxyc27GXpf02,pop,100,100298058,0.731,0.722,9,0.055,-9.098,1,0.249,0.0691,0.0893,0.00256,0.112,0.265,122.99,0.872,4,0.757,House
No Reason - Chris Lake Remix,2SUKj6aVC879FqCSfVoQPR,257419,63,False,No Reason (Chris Lake Remix),3TEApFY0nZSH1JTceGBK53,single,4,2024-01-12,The Chemical Brothers,1GhPHrq36VKCY3ucVaZCfo,alternative dance; big beat; breakbeat; electronica; rave; trip hop,62,2008690,0.627,0.978,2,0.107,-4.266,1,0.222,0.0446,0.00641,0.873,0.661,0.831,128.018,0.906,4,1.0,House
Dress Code,0rK3a7tLRVgJBoc2DP3tIX,203437,71,False,Dress Code,4LvkMrD1HDDOzWHRS7GKE1,single,1,2023-10-06,Mau P,0w1sbtZVQoK6GzV4A4OkCv,tech house,63,77304,0.716,0.94,1,0.571,-5.443,1,0.56,0.0539,0.00799,0.728,0.0807,0.737,128.015,0.975,4,1.0,House
Do My Thing,4r7uG3WXm20v7ELUMiI7NH,182109,55,False,Do My Thing,5FChlf6muHa5yTSW5J7tuu,single,1,2023-06-09,Wade,09iEIVQVBtTVjiuEdqqkIR,tech house,51,109301,0.786,0.906,1,0.02,-6.871,1,0.4,0.0626,0.0482,0.336,0.0541,0.476,128.015,0.847,4,1.0,House
Cutting Loose,6n34hL7CBdTVeekAeprHow,184244,60,False,Cutting Loose,1MQoCqxbLS7kf9xWUTxuRF,single,1,2024-01-12,Disco Lines,5Kmr0b3ip8g9P2i0dLTC3Z,stutter house,61,114858,0.771,0.788,8,0.32,-6.677,1,0.386,0.0728,0.0026,0.00553,0.112,0.366,129.029,0.973,4,1.0,House
Can't Play Myself (A Tribute To Amy),6GrLwf1LdBCmkBOsmOcbPp,174330,69,False,Can't Play Myself (A Tribute To Amy),4dIIRxQJD8krCBjlEBDX35,single,1,2023-10-13,Skepta,2p1fiYHYiXz9qi0JJyxBzN,birmingham grime; grime; instrumental grime; uk hip hop,73,1214200,0.804,0.705,9,0.437,-7.289,1,0.444,0.0354,0.00429,0.0343,0.11,0.209,126.986,0.941,4,1.0,House
Me Me Me,2VMH2r2jqBpxk5kWjM8HCo,338446,56,False,Me Me Me EP,4AWEbvZ2qwNLBbAYCdwc8Y,single,2,2023-09-01,Catz 'n Dogz,5tYqFEuFELxnJZgGmmsfSh,deep disco house; german techno; house; minimal tech house; minimal techno,44,59583,0.847,0.869,0,0.783,-7.03,1,0.584,0.053,0.0117,0.49,0.0436,0.773,124.994,0.941,4,1.0,House
I Got Nothing,4yagkb6nJCRcfjUhaOVHTw,203540,69,False,I Got Nothing,32wadIN0emxBanTLINlH08,single,1,2023-12-08,MEDUZA,0xRXCcSX89eobfrshSVdyu,edm; pop dance; pop house; uk dance,76,715083,0.593,0.901,1,0.634,-6.908,1,0.65,0.0702,0.0685,0.212,0.185,0.41,124.971,0.812,4,0.995,House
Rhythm Machine,7qhYyXBbL12mPyj93PyUBb,187500,59,False,Rhythm Machine,0K0ttvuvuaeNPKF9bQ8GmV,single,1,2024-01-12,Westend,4epc3Bd0DOBA0kDywkRAsu,bass house; tech house,57,39293,0.81,0.907,3,0.026,-5.815,1,0.278,0.0443,0.00193,0.326,0.054,0.499,128.004,0.946,4,1.0,House
Again - Edit,6Jy35IQl4MUrYX90AkBZuD,213750,56,False,Again (Edit),3vGWOnoKWrxkueS2VXtj4F,single,2,2023-11-24,Roger Sanchez,1HT9k1ZSUL9IczSstOAgWJ,disco house; diva house; tribal house,54,138996,0.912,0.728,2,0.446,-5.547,1,0.491,0.147,0.00188,2.65e-06,0.137,0.743,126.061,0.786,4,0.573,House
(It Goes Like) Nanana - Edit,23RoR84KodL5HWvUTneQ1w,231545,89,False,(It Goes Like) Nanana [Edit],2LVDNOUUy2g8517ZEtQIcK,single,1,2023-06-15,Peggy Gou,2mLA48B366zkELXYx7hcDN,electra; float house,70,852668,0.671,0.876,7,0.427,-5.681,0,0.724,0.0352,0.12,0.188,0.0823,0.964,129.998,0.935,4,1.0,House
Dance No More (with Kaleena Zanders),7gDgphzQU0urJU3AtoLJup,202657,63,False,Dance No More (with Kaleena Zanders),7uvMgsCSqtqOGaUfTRMZpL,single,3,2023-08-25,Sunday Scaries,0PavAVTZWBEpaj4iJdKCyj,,52,21431,0.809,0.903,10,0.741,-5.122,0,0.685,0.166,0.0194,0.832,0.115,0.796,127.015,0.902,4,1.0,House
adore u,3YgtkOxZsTuaZdL8McA1FQ,220653,82,False,adore u,7K3BWpksmH4L7BoqUdhZrL,single,1,2023-08-11,Fred again..,4oLeXFyACqeem2VImYeBFe,edm; house; stutter house,78,1225615,0.747,0.867,0,0.66,-7.311,1,0.591,0.088,0.582,0.00413,0.114,0.684,124.015,0.955,4,0.973,House
Lo Que Soy,3d4lGcDN1FISRTBeBeGRoJ,170953,59,False,Lo Que Soy,2L6QpGW5Wz3ohn7sxUMbqu,single,1,2023-07-07,Wax Motif,7zm3aSdmGiOkTt0aZFSO8R,bass house; electro house; tech house,54,103416,0.876,0.803,1,0.88,-5.092,0,0.653,0.054,0.213,0.398,0.0572,0.696,125.988,0.912,4,1.0,House
Alegria,1WUgHCBCyORBL7xNgDagWL,151875,53,False,Alegria,6ORYPlWMiM54z2yQ5cPjnf,single,1,2023-06-22,Dave Winnel,1K80Wcuuo13i28cVd68mxm,,42,15425,0.781,0.93,7,1.0,-5.661,1,0.801,0.0706,0.0341,0.545,0.182,0.161,128.013,0.87,4,1.0,House
Brighter Days - Marco Lys Remix,7IJP1vVnqU5mV2hYUbZrlX,382857,62,False,Brighter Days (30 Year Anniversary Remixes),27khu5BAQkUgYxqlYFwRLB,single,3,2022-11-04,Cajmere,7lIBLhQHKay3r1xtO3VtWT,chicago house; classic house; deep house; footwork,44,30826,0.77,0.876,7,0.244,-6.383,1,0.503,0.0465,0.00884,0.37,0.0906,0.0891,125.995,0.987,4,1.0,House
Ready To Go (My Addiction),38WaKuEd7hiWFsT0kbCwFn,144390,58,False,Ready To Go (My Addiction),7iyKDcE1bonqByVb0anyKo,single,1,2024-01-12,HUGEL,5PlfkPxwCpRRWQJBxCa0By,deep house,68,208204,0.86,0.795,10,0.657,-6.62,0,0.456,0.0687,0.0351,0.017,0.0965,0.651,122.956,0.777,4,1.0,House
Giving Me,1ACFweuuvf6MHtptObgreR,169000,80,False,Giving Me,0wTaLHasxRWB2VBwh9maAc,single,1,2023-03-10,Jazzy,7zAAwgV5Wqmvpb4GzvlRkP,pop dance,64,49730,0.735,0.651,7,0.528,-9.25,0,0.582,0.112,0.329,0.000205,0.131,0.476,127.07,0.813,4,1.0,House
JOY (Up The Street),5PFSQQxlsdUrR63J31spMv,237979,49,False,JOY (Up The Street),757FRJv2zPA021rfTPK7hr,single,5,2023-11-01,Joy Anonymous,3pK4EcflBpG1Kpmjk5LK2R,,52,26655,0.76,0.664,5,0.177,-5.233,0,0.377,0.205,0.0572,0.00356,0.148,0.633,127.016,0.873,4,1.0,House
Ain't No Other Man - Rework,2arAYoniFUo3ojtcDEIhdl,154560,62,False,Ain't No Other Man (Rework),6iHOTd9FBBOLSDfJp8mFFq,single,1,2023-05-19,Murphy's Law (UK),1q85MRE0aEF6NfZQdlMrl1,,48,7880,0.891,0.741,6,0.651,-6.458,1,0.482,0.0645,0.00111,0.0127,0.0723,0.454,127.979,0.834,4,0.461,House
Asking,4bz8Z7squfs2Yji2DwoujR,191590,80,False,Asking,1UrVUYOo7y1pAo7EJYQOmZ,single,1,2023-07-07,Sonny Fodera,39B7ChWwrWDs7zXlsu3MoP,house; pop dance; uk dance,66,173669,0.477,0.854,4,0.785,-5.274,0,0.69,0.0896,0.0213,1.67e-05,0.19,0.395,126.965,0.471,4,1.0,House
Drums (Feat. Kim Petras),4AFlChQQJbB1MOCgOiiyYc,152400,77,False,Drums (Feat. Kim Petras),5Xs1g4UOOm6NBk4cSxyl2M,single,1,2023-10-06,James Hype,43BxCL6t4c73BQnIJtry5v,deep groove house; house; pop dance; uk dance,70,316122,0.803,0.834,5,0.011,-5.491,0,0.239,0.0366,0.0162,0.00197,0.16,0.563,128.008,0.835,4,1.0,House
Needle On The Record,5qKuF0NtvWVn5UarAgyli3,186625,63,False,Needle On The Record,7E0q2fAykseBKfLY7X53jJ,single,1,2023-11-10,Riordan,68rU1sdZ0HjxjEC5YnSmao,tech house,50,31054,0.792,0.919,6,0.666,-9.028,0,0.348,0.0819,0.137,0.151,0.274,0.711,128.968,0.664,4,1.0,House
All For You,0HMCP4nAPkUan3NQr6hSuT,213095,52,False,All For You,1IvCA1tB8GNQ5KzAJ9pm60,single,1,2024-01-11,Dombresky,2GVtgxcx7jg5xVCZsIHSGN,bass house; electro house; house; tech house,52,110569,0.696,0.9,7,0.534,-6.658,1,0.445,0.0473,0.0124,0.84,0.0753,0.518,126.028,1.0,4,1.0,House
Relax My Eyes,5u4hhtZ7f4rWkMZEZcTKrH,192150,79,False,Relax My Eyes,2vIDF8BeMN3BcF0yOSMgmN,single,1,2022-11-04,ANOTR,4p5WgeiPSPpqPDs7T6OkWf,dutch tech house,59,81067,0.747,0.616,3,0.509,-9.76,0,0.432,0.0324,0.176,0.116,0.143,0.908,131.975,0.921,4,1.0,House
B.O.T.A. (Baddest Of Them All) - Edit,39JofJHEtg8I4fSyo7Imft,226626,78,False,B.O.T.A. (Baddest Of Them All),2lQgd3Svp1ZWAzZPLobAPK,single,2,2022-08-12,Eliza Rose,4XC335ouK6pXyq4QiIb8bP,house,64,54596,0.736,0.906,0,0.465,-7.589,1,0.532,0.048,0.164,0.585,0.106,0.698,137.001,0.886,4,1.0,House
Lady Love,3ACTBfO2gL0RY2a3Eb5kY5,174524,66,False,Lady Love,6XGxAqDf3339vdyvHKuUhh,single,2,2023-08-04,Oden & Fatzo,2YEnrpAWWaNRFumgde1lLH,,54,30845,0.791,0.734,6,0.318,-8.636,0,0.515,0.0725,0.0359,0.0198,0.112,0.943,125.966,0.889,4,1.0,House
Good Love,0ZVjgfaC2Ptrod9v6p9KFP,169534,78,False,Good Love,4SCAkvXJmXuvoQTlQU7Q48,single,1,2023-05-12,Hannah Laing,1QEd635szhierW6gzRiS1o,charva,60,53794,0.775,0.817,1,0.601,-4.921,1,0.545,0.0656,0.127,0.00273,0.215,0.386,140.033,0.752,4,1.0,House
All Night Long,1vQWFjEC34DHNXrRTFjDxe,178935,77,False,All Night Long,4JMnG7K7XcaDlqOHS106i7,single,2,2024-01-19,Kungs,7keGfmQR4X5w0two1xKZ7d,edm; pop dance; uk dance,70,933049,0.704,0.903,1,0.678,-4.076,0,0.56,0.0581,0.216,0.00857,0.0879,0.423,126.041,0.713,4,1.0,House
Be The One,1cQld05IcUDw3RCFt7uymW,169852,77,False,Be The One,03CJTIUvULKcMHjr0qjZtK,single,1,2023-03-31,Eli Brown,5lVNSw2GPci8kebrAQpZqU,house; tech house; uk dance,61,99703,0.659,0.93,0,1.0,-5.084,1,0.608,0.043,0.00634,0.177,0.104,0.546,135.977,1.0,4,1.0,House
Real Love,4HrLjuPDoxwofY6azxdzb0,173377,56,False,Real Love,6XU17Ta3KWa045AfQV0mLM,single,1,2023-11-17,Jess Bays,5xEJ7FQOtIUMLdnKyZrvPB,uk dance,53,12883,0.627,0.939,5,0.752,-3.556,0,0.682,0.102,0.00204,0.000687,0.324,0.577,126.968,0.913,4,0.989,House
Get Hard (You In The Lobby),3tUtwmznpPiEu8AkqX3Xom,156948,64,False,Get Hard (You In The Lobby),3Py5hR3sTJG5PqCxw6TqYn,single,1,2023-11-17,Luke Dean,2BhXOZ96YbOdXz8F6HVUw4,,44,4520,0.809,0.918,0,0.035,-4.168,1,0.27,0.0457,0.00584,0.0196,0.121,0.734,129.994,1.0,4,1.0,House
Body Moving,5SFCEkybGYmmzKqewtDEaN,154215,77,False,Body Moving,5EcypjAXyzxlrF5AKCNg9K,single,1,2023-11-17,Eliza Rose,4XC335ouK6pXyq4QiIb8bP,house,64,54596,0.788,0.906,10,0.588,-5.863,0,0.641,0.0382,0.0222,0.00283,0.0822,0.811,128.004,0.967,4,0.994,House
Rainfall (Praise You),1M8t1j3Kv2qp97bdq5q4Vl,166569,76,False,Rainfall (Praise You),4VanY5i4E59Mhz52qznJ95,single,1,2022-02-18,Tom Santa,1dTEPvUhxpFzL7UMKHWFfZ,stutter house,56,11837,0.767,0.862,5,0.478,-5.464,0,0.407,0.0606,0.14,0.0092,0.252,0.509,128.039,0.784,4,1.0,House
Say It To My Face,2Y7str4JalVvAAFcKALeyl,132736,45,True,Say It To My Face,7paSCVBfktpNZjGfIHBKp9,single,2,2023-09-15,Melissa Pools,3ZKTIDG2YvVYr9EogB9KpW,,26,397,0.793,0.738,9,0.549,-6.128,1,0.407,0.0573,0.0051,0.0512,0.112,0.687,125.012,0.927,4,1.0,House
