track_id,track_name,duration_ms,track_popularity,explicit,album_name,album_id,album_type,album_total_tracks,release_date,artist_name,artist_id,artist_genres,artist_popularity,artist_followers,danceability,energy,key,key_confidence,loudness,mode,mode_confidence,speechiness,acousticness,instrumentalness,liveness,valence,tempo,tempo_confidence,time_signature,time_signature_confidence,playlist_name
500lbs,1xWkeSPhf3bZqHY7Ncz8vp,144390,84,True,500lbs,2Ro9gydgq5JWy7b22zPty9,single,1,2023-07-21,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap; pluggnb; rap,81,6891019,0.731,0.667,7,0.389,-7.928,0,0.415,0.0815,0.134,0.0,0.114,0.485,123.042,0.791,4,1.0,Rap
Crazy,73f5rpLgydSRIvHzRLcJFF,192000,75,True,Crazy,5kj4uRtKgpR9PKnQaMYqZU,single,2,2023-12-15,Lil Baby,5f7VJjfbwm532GiveGC0ZK,atl hip hop; atl trap; rap; trap,86,16541735,0.818,0.435,4,0.0,-8.167,0,0.203,0.322,0.0755,0.0,0.207,0.282,130.046,0.172,4,0.99,Rap
Turks & Caicos (feat. 21 Savage),3kfhS2L56Wj8fBcu7xE47H,203345,81,True,Nostalgia,0xojHpNNGFiPqc3TXmh6Gv,album,18,2023-09-15,Rod Wave,45TgXXqMDdF8BkjA83OM7z,florida rap,79,6475803,0.544,0.496,0,0.432,-12.032,1,0.494,0.21,0.13,0.0,0.166,0.314,103.148,0.159,5,1.0,Rap
WHAT'S THE MOVE? (feat. Future and BabyDrill),0oqnZWNBvobs1t181f45Ck,199547,72,True,WHAT'S THE MOVE? (feat. Future and BabyDrill),4GwIahaGnJ2cA4QfAJ74nF,single,1,2023-11-08,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,australian hip hop,80,5074247,0.525,0.552,1,1.0,-6.575,1,0.844,0.0709,0.0332,0.0,0.378,0.148,144.382,0.187,4,0.768,Rap
SAY MY GRACE (feat. Travis Scott),2Gk6fi0dqt91NKvlzGsmm7,173253,83,True,SET IT OFF,1D1hLipjrdB6pnxurMtC3E,album,21,2023-10-13,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,atl hip hop; hip hop; pop rap; rap; trap,80,3594173,0.773,0.635,10,0.189,-5.06,1,0.539,0.0452,0.0585,0.0,0.132,0.476,121.879,0.44,4,0.75,Rap
Glizock & Wizop (feat. Key Glock),0zbGWzQkLY5wn4xyiLYEi0,192508,72,True,Glizock & Wizop (feat. Key Glock),4ocf6wJAV6NJCBn8nTkeaj,single,1,2023-10-13,Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,atl hip hop; dirty south rap; hip hop; pop rap; rap; southern hip hop; trap,76,5253107,0.909,0.564,2,0.196,-7.483,1,0.092,0.31,0.0107,0.0,0.109,0.548,146.94,0.703,4,1.0,Rap
FE!N (feat. Playboi Carti),42VsgItocQwOQC3XWZ8JNA,191700,91,True,UTOPIA,18NOKLkZETa4sWwLMIm0UZ,album,19,2023-07-28,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,hip hop; rap; slap house,92,26701144,0.569,0.882,3,0.601,-2.777,0,0.286,0.06,0.0316,0.0,0.142,0.201,148.038,0.497,4,1.0,Rap
Okay,0VJXWgw0GWsprapvlpbuyu,192195,71,True,Okay,4gCmNrnuUeWSj06B2gdsFc,single,1,2023-12-08,French Montana,6vXTefBL93Dj5IqAWq6OTv,hip hop; pop rap; rap; southern hip hop; trap,73,5259928,0.876,0.528,9,0.405,-9.223,1,0.257,0.233,0.0619,0.0,0.0904,0.346,123.007,0.528,4,0.949,Rap
Long Story Short (with Lil Wayne),2jmdxJ60YfV3fVemuLz7pD,210338,71,True,Long Story Short,5Nzk5vGBrgjl9Ll8vk8m2q,single,1,2023-11-10,2 Chainz,17lzZA2AlOHwCwFALHttmp,atl hip hop; hip hop; pop rap; rap; southern hip hop; trap,76,8000893,0.842,0.857,2,0.576,-4.521,1,0.547,0.203,0.269,0.0,0.418,0.54,136.956,0.976,4,1.0,Rap
BROAD DAY (feat. Future),6Qc90FMwNUjJ2M893RdYUg,168426,74,True,SET IT OFF,1D1hLipjrdB6pnxurMtC3E,album,21,2023-10-13,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,atl hip hop; hip hop; pop rap; rap; trap,80,3594173,0.677,0.658,2,0.022,-6.223,1,0.418,0.293,0.0538,0.0,0.167,0.164,189.976,0.0,4,0.927,Rap
Down With Me,5ZDIwpR2JMwuRM8xumtmxn,120034,81,True,Down With Me,6qXPKqlxpKnDqYYrFDKnsx,single,1,2024-01-04,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap; pluggnb; rap,81,6891019,0.712,0.588,9,0.478,-5.332,0,0.421,0.0543,0.112,0.0,0.21,0.471,114.929,0.599,4,1.0,Rap
Everybody (feat. Lil Uzi Vert),5ZJGv7aGdIr9IGpxzSG18T,180869,88,True,Pink Friday 2,2bYCNZfxZrTUv1CHXkz2d2,album,22,2023-12-08,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,hip pop; pop; queens hip hop; rap,88,30631762,0.736,0.769,11,0.614,-5.546,0,0.569,0.258,0.027,0.0,0.23,0.388,137.947,0.633,4,1.0,Rap
Great Gatsby,4M68xjcc42oxyphhzpOWXS,146751,80,True,Nostalgia,0xojHpNNGFiPqc3TXmh6Gv,album,18,2023-09-15,Rod Wave,45TgXXqMDdF8BkjA83OM7z,florida rap,79,6475803,0.67,0.555,1,0.491,-9.12,0,0.561,0.0908,0.0382,6.36e-06,0.414,0.16,156.937,0.385,4,0.976,Rap
Lemme See,53QRPT9Z42ALxGL1YGT9x1,165765,73,True,When I Was Dead,65SsQtOf5Cd25fanX62XRR,album,19,2023-11-10,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,florida drill; florida rap; melodic rap; miami hip hop; rap; trap; trap latino,80,10137593,0.94,0.652,5,0.54,-5.806,1,0.572,0.303,0.00226,0.0,0.0898,0.712,95.976,0.493,4,0.996,Rap
Presha (with Lil Wayne),6N7TGPYfGP2oxiy9Cpaz9G,185453,73,True,Presha,2tnjYrSajrt2nlv2Acf1DP,single,1,2023-10-20,2 Chainz,17lzZA2AlOHwCwFALHttmp,atl hip hop; hip hop; pop rap; rap; southern hip hop; trap,76,8000893,0.886,0.558,1,0.388,-7.806,1,0.494,0.346,0.00789,0.0,0.133,0.614,75.499,0.384,4,0.968,Rap
350,42TFM7pxF8mRUJTWJdGMeS,193953,71,True,Crazy,5kj4uRtKgpR9PKnQaMYqZU,single,2,2023-12-15,Lil Baby,5f7VJjfbwm532GiveGC0ZK,atl hip hop; atl trap; rap; trap,86,16541735,0.775,0.485,5,0.413,-7.942,0,0.469,0.469,0.151,0.0,0.193,0.532,114.6,0.395,5,0.567,Rap
Baller,7GkZ2cx7i74zu1piQy3i6T,150679,70,True,Baller,1QKQ5VaVGwH8zsqTqGU8Zs,single,1,2023-11-03,NAV,7rkW85dBwwrJtlHRDkJDAC,canadian hip hop; canadian trap; melodic rap; rap; trap,73,3430183,0.915,0.618,7,0.742,-8.581,1,0.677,0.0881,0.0137,5.23e-06,0.18,0.154,140.964,0.796,4,1.0,Rap
Lace It (with Eminem & benny blanco),4qmG24ebshLXtKu9HIShBP,217526,84,True,Lace It (with Eminem & benny blanco),5nOfPCLpHGpayGrUNHAPLt,single,1,2023-12-16,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,chicago rap; melodic rap; rap,87,32339767,0.773,0.597,2,0.131,-7.138,1,0.308,0.309,0.194,0.0,0.22,0.305,160.101,0.457,4,1.0,Rap
Beep Beep (feat. 50 Cent),6Hn4RAq9DerZedTzgyCgvC,147469,66,True,Beep Beep,5R6AzRUZMA5j38lpgrQ388,single,1,2023-12-08,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,hip pop; pop; queens hip hop; rap,88,30631762,0.722,0.625,5,0.639,-7.06,0,0.527,0.214,0.0675,0.000576,0.143,0.361,83.088,0.03,4,1.0,Rap
HISS,79AHPJd8upvNxyK2qQcY8J,192818,75,True,HISS,2QfxtFVJK1qh8pj2DEFHlA,single,1,2024-01-26,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,houston rap; pop; r&b; rap; trap queen,78,8488960,0.745,0.663,1,0.604,-5.056,1,0.355,0.423,0.078,0.0,0.213,0.686,167.137,0.289,4,1.0,Rap
Paint The Town Red,2IGMVunIBsBLtEQyoI1Mu7,231750,94,True,Paint The Town Red,54dZypaXHAIDzBe9ujAZ63,single,1,2023-08-04,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,dance pop; pop,88,28452362,0.868,0.538,5,0.129,-8.603,1,0.329,0.174,0.269,3.34e-06,0.0901,0.732,99.968,0.232,4,1.0,Rap
Guitar In My Room (with Lil Durk & Kid Cudi),4LPIwB4gtPzuB0YKHjOldj,227647,61,True,Guitar In My Room,2BgCZFN0tmSrb2deTawr5h,single,1,2023-09-29,Lyrical Lemonade,3VrGfWE8YdYMK4ySpnE0ly,,67,105100,0.298,0.584,7,0.445,-10.539,0,0.527,0.176,0.133,0.0,0.0984,0.202,82.16,0.484,4,0.993,Rap
